reviewer_id,overall,summary,review_timestamp,asin,type
A2IWEKRYBKWXIL,4.0,"Nice mute for tone, not so great for reducing sound volume",2023-08-02 22:31:16.227,B0009GUZF0,REVIEWED
A1853AYOMMLOJF,5.0,Chimes,2023-07-31 20:48:33.247,B0002L529G,REVIEWED
AA1J0NUH6SDSB,1.0,Wont fit a full size snare.,2023-07-28 00:12:08.842,B0002F75TW,REVIEWED
A2RBGQ2HGSVYAC,5.0,Get sum,2023-07-27 21:50:31.672,B0002F4ZNG,REVIEWED
A2TZZKMREC92BU,5.0,quality equalizer at reasonable price,2023-07-29 23:47:30.607,B0002H0QAU,REVIEWED
A8H76876BK4JG,4.0,Four Stars,2023-07-28 19:44:18.21,B0002F7IXA,REVIEWED
A1RKEDRH12T5C6,5.0,Got Red Wood?,2023-07-28 18:57:36.606,B0002F7A9C,REVIEWED
A2KAXQO1OWN61N,5.0,A Solid Guitar,2023-07-28 19:13:41.895,B0002F75LA,REVIEWED
A28SK7H6YRFFJR,5.0,Beautiful Recorder,2023-07-31 21:35:36.005,B0002MDI7S,REVIEWED
ALUHQUTQGQ30B,5.0,Great Product: PAA3,2023-08-02 23:04:58.886,B0009RK7YS,REVIEWED
A288FZD1623AV8,5.0,Five Stars,2023-07-28 19:44:18.21,B0002F7IXA,REVIEWED
A21GY9KWLBRADD,5.0,Ok,2023-07-28 19:13:41.895,B0002F7IQ2,REVIEWED
A3CZSG5R53PC8R,5.0,Five Stars,2023-08-02 00:25:28.125,B0007ACTA2,REVIEWED
A2TOLQWF59YZON,5.0,"Mail's In !!! (Whoop, whoop, whoop .....)",2023-08-02 00:25:28.125,B0007ACTA2,REVIEWED
AJO6KQ9WUETP0,5.0,Is a great lyer still have it to today never got rusty ...,2023-07-28 00:12:08.842,B0002F6N04,REVIEWED
A3467IWQW0Y3QQ,2.0,Nice in the picture ...,2023-07-27 21:39:27.875,B0002F547C,REVIEWED
A39L1CTD2U9XBM,5.0,Great microphone to use,2023-07-29 23:04:07.067,B0002GZK8E,REVIEWED
A14JH9V68YBJA7,5.0,Five Stars,2023-07-29 22:46:17.936,B0002GZSI6,REVIEWED
AYAAZSFOGRETA,4.0,Case is sturdy and well built,2023-08-01 21:44:45.303,B00065QSXW,REVIEWED
A2W4200B6SRZ3Y,5.0,Five Stars,2023-07-28 00:12:08.842,B0002F6N04,REVIEWED
A2SBJMLCEHCJ4R,5.0,Five Stars,2023-08-02 21:12:52.727,B0007Y18UA,REVIEWED
A1H497FABROMCY,5.0,Fine guitar,2023-07-29 22:46:17.936,B0002GZSI6,REVIEWED
AL85YSIBZKPHQ,5.0,"Good quality.  When I was a kid, plastic version were in cereal boxes.  This is a quality version.",2023-08-02 00:25:28.125,B0007ACTA2,REVIEWED
A2CB91QQPYLWN0,5.0,works good,2023-07-27 21:53:37.247,B0002F59SQ,REVIEWED
AQIJGYCQ2TX7,4.0,re-wax them ever use. Six bucks is a lot cheaper than 30 bucks for a para gloves.,2023-08-02 21:12:52.727,B0007Y18UA,REVIEWED
AZ46A0PO3DCOU,5.0,Great hazer fluid for a reasonable price,2023-07-31 22:09:08.92,B0002NRTMC,REVIEWED
A3RN2GEU5FZSHT,5.0,Five Stars,2023-07-28 18:57:36.606,B0002F7A9C,REVIEWED
A29XJ027PE5XLC,5.0,you can easily punch a hole in the head,2023-07-28 18:57:36.606,B0002F7A9C,REVIEWED
A2VM34IK9RIL0V,5.0,Good purchase,2023-07-28 19:30:35.479,B0002F79YS,REVIEWED
A2P1JB36HB45RO,5.0,Just what i needed.,2023-07-31 22:09:08.92,B0002NRTMC,REVIEWED
A3HJF8AM51U0TP,5.0,Bought 2!!!!,2023-07-28 19:30:35.479,B0002F79YS,REVIEWED
A2SSIHZWE7K4C,5.0,"Looks awesome, feels awesome and sounds awesome",2023-07-29 22:46:17.936,B0002GZSI6,REVIEWED
A26RDYXA17I0HV,4.0,Good guitar for the price,2023-07-28 19:30:35.479,B0002F79YS,REVIEWED
AAOMEMKL99UUU,5.0,Five Stars,2023-08-02 00:25:28.125,B0007ACTA2,REVIEWED
AGJ00AHJP1V2T,2.0,but the setup was so bad I really couldn't play it well... update,2023-07-29 22:46:17.936,B0002GZSI6,REVIEWED
A3JFA38KFLNWWU,5.0,Love it,2023-07-28 19:13:41.895,B0002F7IQ2,REVIEWED
AO5ADE8PVZJ1Z,4.0,Handy little unit,2023-08-02 23:04:58.886,B0009RK7YS,REVIEWED
A3V1DYN19UXF4F,5.0,Excellent microphone,2023-07-28 21:10:35.772,B0002GFMTQ,REVIEWED
A3IQA3VVDHGAK1,5.0,Great mic for a singer,2023-07-29 23:04:07.067,B0002GZK8E,REVIEWED
APNIWOD4DVSI9,3.0,Product Came Dented,2023-07-31 22:09:08.92,B0002NRTMC,REVIEWED
A2GXFW8W4XACPV,5.0,very well made and the students like it. The gears are solid and the sound ...,2023-08-01 20:50:52.06,B0002WSKA8,REVIEWED
A4L15CASVUP97,3.0,Had to modify the metal fitting,2023-08-02 23:29:38.031,B0009VCOU4,REVIEWED
A3F0EA8BSASNJP,4.0,Missing the textured grip which you find on the WNPP100,2023-07-28 21:46:37.729,B0002GJ4J0,REVIEWED
A2WO88CCF14GLA,5.0,Great tools.,2023-07-27 20:49:58.026,B0002F4VTE,REVIEWED
A2YQMJD2JTBVDP,5.0,Two step marimba mallets used for vibraphone,2023-07-30 01:17:25.321,B0002IHU2Q,REVIEWED
A2QC86G6P4BXUY,5.0,Very nice string! But Gibson,2023-07-28 21:50:12.499,B0002GJRYC,REVIEWED
A24V7OY7YHF21,5.0,Five Stars,2023-07-29 23:51:07.614,B0002H0LDW,REVIEWED
A1U3T27RHRIDYN,5.0,awesome,2023-07-28 19:21:47.801,B0002F75NS,REVIEWED
A34ONGIKPCHIS5,5.0,"great product, great price",2023-07-29 21:52:55.34,B0002GYKF8,REVIEWED
A3SU97A69Y1XMH,4.0,"Don't let the name ""economy"" fool you...this is great quality.",2023-07-28 22:38:12.976,B0002GFP2K,REVIEWED
A3UAIVAZ5IAL1F,3.0,no what I was looking for,2023-07-28 22:38:12.976,B0002GFP2K,REVIEWED
A2YTMYTP3B4HUJ,5.0,I was originally going to purchase this through Sweetwater but found a better price on here with 2-day shipping,2023-07-31 21:38:51.23,B0002MMN10,REVIEWED
A30DGNT15C466P,2.0,There no real isolation from noise or vibration.,2023-08-01 21:12:44.012,B0002ZO60I,REVIEWED
AC2539SIRETLZ,5.0,This thing is great. If your old clutch is slipping,2023-07-28 18:54:39.388,B0002F71PK,REVIEWED
A5QA6F6ICT1FB,5.0,Awsome!,2023-08-01 21:12:44.012,B0002ZO60I,REVIEWED
AOMEH9W6LHC4S,5.0,Great jazz box at an affordable price,2023-07-30 00:16:21.451,B0002GZU9I,REVIEWED
A3HLPNMLYXGMK5,5.0,OK,2023-07-27 20:49:58.026,B0002F4VTE,REVIEWED
A1J263Q1X1V3HG,5.0,awesome gift @ an even awesomer price,2023-07-28 21:57:25.392,B0002GJA94,REVIEWED
A2BAKA5ULBSNTN,5.0,Five Stars,2023-07-29 23:51:07.614,B0002H0LDW,REVIEWED
A17B6RQF693UGJ,5.0,Five Stars,2023-07-28 18:54:39.388,B0002F71PK,REVIEWED
A47KDTCWPKZQ8,4.0,Four Stars,2023-07-29 22:43:01.936,B0002GZIWC,REVIEWED
AQ5MEUTFYZNBO,5.0,Works,2023-08-01 21:23:57.168,B0002ZPLE8,REVIEWED
AETNBCGG9HZSS,5.0,Five Stars,2023-07-28 21:50:12.499,B0002GJRYC,REVIEWED
A3H1E54FHBA628,5.0,Makes you feel like a pro,2023-08-02 22:46:19.024,B0009MH5O8,REVIEWED
A2SW8DMRQ7O2DX,2.0,Easy Peel and Stick Application?,2023-08-01 21:23:57.168,B0002ZPLE8,REVIEWED
A20NIIIXZ8HKX2,4.0,Four Stars,2023-08-01 21:12:44.012,B0002ZO60I,REVIEWED
A22BQ86U6WE3OT,5.0,Five Stars,2023-07-27 22:22:27.815,B0002F5CQK,REVIEWED
A2YX2IDIT3VB1,5.0,Five Stars,2023-07-27 20:49:58.026,B0002F4VTE,REVIEWED
A3E0IF2FFTYJKB,5.0,"Quality clutch, no slipping!",2023-07-28 18:54:39.388,B0002F71PK,REVIEWED
AK2NSOSVFWJH,2.0,Two Stars,2023-08-02 20:26:46.119,B0007LCLG8,REVIEWED
A26BCL46FEFU78,2.0,Driverack 260,2023-07-31 21:38:51.23,B0002MMN10,REVIEWED
A34VRVI4CSI5RQ,4.0,"Big Improvement Over MM2005 Deluxe, But Still Not Perfect",2023-08-02 22:49:44.811,B0009MH5O8,REVIEWED
AYPTO9U0ZFROE,4.0,"A lot of good things, and a few omissions",2023-08-02 22:46:19.024,B0009MH5O8,REVIEWED
A2VCRDG06XR6GK,4.0,Fun and easy to use.,2023-07-28 21:57:25.392,B0002GJA94,REVIEWED
A1DWI1KSNGMSZU,2.0,I expected more.,2023-07-28 21:53:50.602,B0002GJRYC,REVIEWED
A2NYK9KWFMJV4Y,5.0,Rock solid,2023-07-31 21:20:23.481,B0002M0VQO,REVIEWED
A3TBFKVTHXMQLK,5.0,Perfect,2023-07-28 20:49:00.387,B0002FOOG4,REVIEWED
AOIYWPRCT7547,2.0,Great Decoration lacking sound quality,2023-08-02 23:29:37.999,B0009V9WPO,REVIEWED
A33L0P3KOQ3HZM,5.0,Beautiful,2023-07-28 19:24:51.972,B0002F7B64,REVIEWED
A385K827UG2TH6,5.0,SONY ACID LOOPS JAZZY,2023-08-02 22:55:28.01,B0009OXQF8,REVIEWED
A34WWAV2HBC9NM,5.0,Bright!,2023-08-01 23:23:47.215,B0006Z4B6I,REVIEWED
ASD5V4OBW63C3,5.0,These strings are great. Major upgrade from the factory strings that came ...,2023-08-01 23:23:47.215,B0006Z4B6I,REVIEWED
A2P5RWGGISDSRV,5.0,Five Stars,2023-08-02 23:26:43.461,B0009VCPPS,REVIEWED
A1WG0FWC16R5QQ,5.0,Five Stars,2023-07-31 21:20:23.481,B0002M0VQO,REVIEWED
A3NHBPTNFQ326H,5.0,"The 212 is exactly the length I like, it sits on the largest joint of the ...",2023-07-29 21:34:15.913,B0002GWNNE,REVIEWED
A1L8PDZLHQP76K,5.0,As advertised,2023-07-31 21:20:23.481,B0002M0VQO,REVIEWED
A19HM5GY5A9LVK,1.0,One Star,2023-08-01 23:34:07.069,B0006ZP91O,REVIEWED
A360NVF8I7WNJT,4.0,"Good quality, long lasting",2023-07-29 23:18:31.897,B0002H0JZC,REVIEWED
A2G60AM00T1TWT,5.0,Five Stars,2023-07-30 00:19:56.152,B0002HU6VE,REVIEWED
A1VE3LQNM9B62Z,4.0,Great Instrument,2023-08-02 23:29:38.031,B0009V9WPO,REVIEWED
A3V2Z15JFM2E65,5.0,Good slide.,2023-07-29 21:34:15.913,B0002GWNNE,REVIEWED
A1WF33SPWYX8P7,1.0,Not for cellos.,2023-08-02 21:58:12.853,B0009E3EW8,REVIEWED
AG60FCUZW3AMX,5.0,Heather Harp Case,2023-08-02 23:29:38.031,B0009V9WPO,REVIEWED
A2Q6YOLCMIJSGY,5.0,Perfect size and fit for me,2023-07-29 21:34:15.913,B0002GWNNE,REVIEWED
AH400DVHNE0W6,5.0,Five Stars,2023-08-02 21:58:12.853,B0009E3EW8,REVIEWED
A353S7T5MWGQCG,5.0,I've probably use 100's of mic stands over the years and by far the MS-20 is hands down the best built. When playing live on stage you need ...,2023-07-31 21:20:23.481,B0002M0VQO,REVIEWED
A3RKSO8TDEI32A,5.0,Five Stars,2023-07-29 23:18:31.897,B0002H0JZC,REVIEWED
ATO0PJIW34X2L,5.0,Five Stars,2023-07-27 21:29:09.507,B0002F54BI,REVIEWED
A20SSTL9Y5G5DG,5.0,Like how the same mount is interchangeable using the regular ...,2023-08-02 21:58:12.853,B0009E3EW8,REVIEWED
A2VKZ8BVFUM55T,5.0,daughter LOVES these reeds,2023-07-28 20:49:00.387,B0002FOOG4,REVIEWED
A26XXP8GSGLL2I,5.0,Love Just would like some,2023-08-02 23:26:43.461,B0009VCPPS,REVIEWED
A1FPDE8IE5JBFD,4.0,A pretty good tool for drummers.,2023-07-28 19:51:30.259,B0002F6UB6,REVIEWED
A25AZVWU2QXJUH,3.0,a little difficult to use.,2023-08-02 22:46:19.008,B0009KJ214,REVIEWED
A1J77TBB86EOE4,5.0,Ambassador coated - good. Ambassador Renaissance - great,2023-07-27 21:29:09.507,B0002F54BI,REVIEWED
A7UEL83YULEVN,5.0,Five Stars,2023-07-29 21:34:15.913,B0002GWNNE,REVIEWED
A38OCISCFOY90H,1.0,Horrible Service,2023-08-01 21:33:20.348,B00061ZM10,REVIEWED
A1IJRNY4BLHFIV,5.0,Nice Strings,2023-08-01 22:24:21.519,B0006IQN34,REVIEWED
A1EDAD7D1KBJS1,4.0,great stool,2023-08-01 20:50:52.06,B0002X07F8,REVIEWED
A3J2FEYFJF4XXF,5.0,Five Stars,2023-08-01 22:24:21.519,B0006IQN34,REVIEWED
A50YRSP7Y4M8A,1.0,Pa System by Nandy,2023-08-02 22:58:34.322,B0009Q1TBO,REVIEWED
A2KKWQBHRHJPUJ,5.0,Five Stars,2023-08-01 21:18:17.188,B0002ZPLDY,REVIEWED
A15AN8DFW9102E,5.0,Five Stars,2023-07-30 00:48:34.586,B0002IHGBG,REVIEWED
A3JVPPSHWCJ7X5,4.0,Good Product,2023-08-01 21:18:17.188,B0002ZPLDY,REVIEWED
A3CYI4W8KDL2BO,5.0,drum heads,2023-07-28 20:02:09.238,B0002F7J6Q,REVIEWED
A3L4VI8ECXBADC,5.0,This is a great product for the diy subwoofer builder,2023-08-01 21:18:17.188,B0002ZPLDY,REVIEWED
A1D7TZ6W02AR5H,3.0,too thick and heavy,2023-08-02 20:43:50.47,B0007QKR1Y,REVIEWED
A5NF4VQYMUXI3,5.0,Five Stars,2023-07-30 01:17:25.305,B0002II728,REVIEWED
AY0E8WPP8QP70,3.0,Three Stars,2023-07-27 22:22:27.815,B0002F5C7O,REVIEWED
A2IWP9F750B22N,4.0,Like the convenience but a bit disappointed in flexibility of mic positions,2023-08-01 21:12:44.012,B0002ZO5Z4,REVIEWED
A3FMJ1PS80DJIC,5.0,Freakin' awesome,2023-08-02 21:55:26.46,B00099DA2W,REVIEWED
APOKAW3604Y4Y,5.0,Five Stars,2023-07-27 22:22:27.815,B0002F5C7O,REVIEWED
A157QS554BFX6C,4.0,Great mixer for a small band,2023-07-31 22:56:03.999,B0002QNI60,REVIEWED
AYW4IRH60XVZO,5.0,Five Stars,2023-07-27 22:22:27.815,B0002F5C7O,REVIEWED
A328AZ9ZKVAVRS,2.0,"As a fan of D'Addario Chromes (electric flat wound) & Coated Phosphor Bronze (EXP16) I had an expectation these strings would be excellent, however",2023-08-01 22:24:21.519,B0006IQN34,REVIEWED
AVAC0WGKQNPJJ,5.0,Best thing I have seen for the money in my ...,2023-07-29 23:40:20.955,B0002H0RCM,REVIEWED
A2RXJCWDAMRVTX,5.0,Good,2023-07-27 22:22:27.815,B0002F5C7O,REVIEWED
A3QIV0GD638Y4D,4.0,7 times the fun,2023-08-02 21:55:26.46,B00099DA2W,REVIEWED
A1J4JPYTNRH7O1,3.0,Rips the skin off my fingers.,2023-08-01 22:24:21.519,B0006IQN34,REVIEWED
A99SAU2P4HKKI,1.0,my son loved these eggs like no other toy and preferred them ...,2023-07-27 22:22:27.815,B0002F5C7O,REVIEWED
A3QKCTLM52N2UT,5.0,Samick Bari Uke,2023-08-01 21:33:20.348,B00061ZM10,REVIEWED
A3GX8BD1GYBJAT,1.0,Dead sound,2023-08-01 22:24:21.519,B0006IQN34,REVIEWED
A1FXGNV9RYOEAK,4.0,"Brilliant sound with an external microphone,The internal microphone is garbage, the effects are garbage. I absolutly love it.",2023-08-01 23:13:20.796,B0006UGF30,REVIEWED
A4YPBTHEIGCR7,4.0,Decent picks. Color assortment was lacking. Vast majority ...,2023-07-28 22:34:37.786,B0002GO9MC,REVIEWED
A1ST0GOXCZ16J8,5.0,Hassle free recording,2023-08-01 23:13:20.796,B0006UGF30,REVIEWED
A3UIZFK5CK79IB,5.0,Beautiful round tone,2023-08-01 22:24:21.519,B0006IQN34,REVIEWED
A3T0SC8Y3A7YP5,4.0,Guitar Theory - Teacher's Request,2023-08-01 21:44:45.303,B00065PY7S,REVIEWED
A232ET9P14SYPB,5.0,excellent resource,2023-08-01 21:44:45.303,B00065PZMC,REVIEWED
A2WG310V8BKUEW,5.0,It also felt more comfortable to hold (I use the hugging style),2023-07-28 18:48:28.148,B0002F7114,REVIEWED
A6M441DQ7HL09,5.0,A bridge to good music...,2023-07-30 01:17:25.321,B0002II728,REVIEWED
ARAW0ABWUCV76,5.0,Best cable,2023-07-28 22:01:00.695,B0002GMFOQ,REVIEWED
A3E00FSDJ7TCTU,1.0,strap broke off after minimal use,2023-07-28 19:02:47.644,B0002F6VKG,REVIEWED
A2ZZKV89YQSHJS,5.0,"Good fit, quality product.",2023-07-28 20:09:20.764,B0002F7GPU,REVIEWED
A1UU80C55T486V,5.0,Love it!,2023-07-28 20:59:47.166,B0002FOAXG,REVIEWED
A2BKGRRXKBC7B7,5.0,light weight & fun to play,2023-08-02 22:01:02.634,B0009EQPV0,REVIEWED
A17JEG3YMWMZH3,1.0,Wheel Broke in Two months.,2023-07-28 20:02:09.238,B0002F7A06,REVIEWED
ADALCYGRQHZKN,5.0,I love the sound this kokiriko makes,2023-07-29 21:31:38.278,B0002GVHZE,REVIEWED
A3P4WHRRFVDEEC,5.0,Best Guitar Cables!,2023-07-28 22:01:00.695,B0002GMFOQ,REVIEWED
A2ZMOPMIJOFBC1,5.0,"Its so light!,",2023-07-27 21:42:11.753,B0002F5490,REVIEWED
A1NOLW3H6WBP39,1.0,Did not fit my Yamaha flute or any of my other flutes.,2023-07-28 20:09:20.764,B0002F7GPU,REVIEWED
A3GP8HEP0M6S80,5.0,Five Stars,2023-07-27 21:42:11.753,B0002F5490,REVIEWED
A34JLWRI5131Z8,1.0,Great idea... Not a good design,2023-08-02 22:52:30.757,B0009NZZOE,REVIEWED
A3LS7MP09LXCDB,5.0,good,2023-07-28 19:02:47.66,B0002F6VKG,REVIEWED
A67OJZLHBBUQ9,5.0,Five Stars,2023-08-02 22:01:02.634,B0009EQPV0,REVIEWED
A10DYXYEKM566J,4.0,Great for drums and stand only,2023-07-28 19:02:47.644,B0002F6VKG,REVIEWED
A2GCMADMUX77O,5.0,This length is right for the Epiphone Viola bass and sounds great!,2023-07-28 22:27:15.692,B0002GNYCI,REVIEWED
A1LDQPUWLEH0H4,4.0,"This shoulder rest is great, but you have to be careful when opening ...",2023-08-02 22:43:30.214,B0009JMW9E,REVIEWED
A2SZ6L4L7DTM3O,5.0,... up and this help to refurbish them to be perfect.,2023-07-28 19:30:35.479,B0002F7IOO,REVIEWED
A26XA9OITC74PI,3.0,Close but no cigar,2023-07-28 22:23:22.581,B0002GMG1I,REVIEWED
A1AJMRKDHFP006,5.0,Five Stars,2023-07-28 19:30:35.479,B0002F7IOO,REVIEWED
A1RY6LR6YOMJ2H,5.0,Five Stars,2023-08-02 22:43:30.214,B0009JMW9E,REVIEWED
A3MQPF6AO4WV02,5.0,Great bag,2023-07-28 20:02:09.238,B0002F7A06,REVIEWED
A2G548RFY03L2D,5.0,Five Stars,2023-07-28 22:01:00.695,B0002GMFOQ,REVIEWED
A9U2CB3DIB909,5.0,These fit perfectly in my Yamaha flute!,2023-07-28 20:09:20.764,B0002F7GPU,REVIEWED
A3K3KNJ36KTYGX,4.0,Good Tone,2023-07-28 21:50:12.499,B0002GIVIK,REVIEWED
A16JV5LGFI9FF8,5.0,best purchase I ever made as a drummer,2023-07-28 20:02:09.238,B0002F7A06,REVIEWED
A3AYG8KARLUBN1,5.0,Great mallets.,2023-08-02 23:04:58.886,B0009RP0E0,REVIEWED
A2FSWZZKJX0JW8,4.0,Thank you,2023-07-28 21:50:12.499,B0002GIVIK,REVIEWED
A1DFKUNW9Q6ZBR,1.0,One Star,2023-07-28 19:37:26.832,B0002F7HCM,REVIEWED
A2T6C0W0T5GYT6,5.0,BEST in class!,2023-07-27 22:48:39.941,B0002F5EK4,REVIEWED
A227E7W4KXAOXG,5.0,seems good!,2023-07-28 22:01:00.695,B0002GMFOQ,REVIEWED
A7ZH32CL0PIG0,4.0,great.,2023-07-28 20:56:12.834,B0002FOAXG,REVIEWED
A1Q59KDBLVCI7S,2.0,Peter Ponzol Alto Sax Reeds,2023-07-28 20:56:12.818,B0002FOE4Q,REVIEWED
A2CQK952CKOTNS,2.0,"While it's great idea, in reality it is difficult to keep ...",2023-08-02 22:52:30.757,B0009NZZOE,REVIEWED
A3PLPL8GP6B1GK,5.0,What a Difference!,2023-07-28 21:50:12.499,B0002GIVIK,REVIEWED
AOMYCJCJUYJNE,4.0,"Nice, small conga!",2023-08-02 22:01:02.634,B0009EQPV0,REVIEWED
AW14PBKI2ZKJZ,5.0,great item,2023-07-28 20:56:12.834,B0002FOAXG,REVIEWED
A12XCIE9L8KIKJ,5.0,Awesome!,2023-08-01 21:15:29.093,B0002ZO3FQ,REVIEWED
A1RW21NTSUJSKB,5.0,Love it! My students love the sensory and motion ...,2023-07-29 21:31:38.278,B0002GVHZE,REVIEWED
A3N0N27DKWS89Q,5.0,"An awesome, simple",2023-08-01 21:12:44.012,B0002ZO3FQ,REVIEWED
A2TATJG653RZ04,1.0,clank your pan lids together - its the same,2023-08-02 23:14:10.318,B0009V45VA,REVIEWED
A26WIG2PAIBSOT,1.0,One Star,2023-07-30 00:16:21.435,B0002HLKK0,REVIEWED
AS7WMADQ0FFQN,5.0,Five Stars,2023-07-28 19:13:41.895,B0002F79CU,REVIEWED
AXDZJQE6WI9CB,5.0,"Instant, consistent finger style picks",2023-07-29 21:50:19.653,B0002GO50I,REVIEWED
A12ZSN00YQAXVR,2.0,Might not work with your OS autoharp,2023-07-28 19:16:35.452,B0002F7IEE,REVIEWED
A34QXHFS0RMJDN,5.0,Five Stars,2023-08-02 22:22:35.213,B0009FUUHY,REVIEWED
A1KI537JA2TMEG,5.0,Five Stars,2023-08-01 21:59:46.619,B0006AZMQ6,REVIEWED
A3946PP14FSHBU,5.0,Perfect for the Yamaha APXT2 3/4 size,2023-07-28 19:13:41.895,B0002F79CU,REVIEWED
A480FJIXZ9464,5.0,Five Stars,2023-07-27 22:41:21.062,B0002F6HXW,REVIEWED
A9IIH3HLS6U0C,5.0,Great violin for Jazz!,2023-08-01 23:13:20.78,B0006V95XQ,REVIEWED
A1S9MBYL4PWK1V,5.0,Seems pretty nice. Headphone jack on back is handy,2023-08-01 23:13:20.78,B0006V95XQ,REVIEWED
A2PKCU7G44FBL2,5.0,Love the sound,2023-07-29 22:39:25.353,B0002H013C,REVIEWED
A2BD9DC9LO181H,5.0,Great solid case,2023-07-28 19:13:41.895,B0002F79CU,REVIEWED
AF3PB9KVKR7T3,3.0,A mouthpiece can be more than a mob lawyer,2023-08-02 21:38:55.883,B0008JHE84,REVIEWED
A3AW5ML1ZAQBHZ,5.0,Line level conversion with zero nonsense,2023-07-31 21:52:23.642,B0002MSVDY,REVIEWED
AKI18CF45XXDH,5.0,Five Stars,2023-07-27 21:42:11.753,B0002F59F4,REVIEWED
A1FRR1QA3H0PR8,5.0,Five Stars,2023-08-01 21:48:00.651,B00065WNWC,REVIEWED
A2UZC3L1JMW7MW,5.0,Great snare head!,2023-07-27 22:41:21.062,B0002F6HXW,REVIEWED
A29G27QW8MGYGU,4.0,"Looks attractive, functions well but not very portable",2023-07-28 19:55:06.077,B0002F7JQQ,REVIEWED
AO2V0UMZZGD49,3.0,Three Stars,2023-07-27 22:41:21.062,B0002F6HXW,REVIEWED
AYTT4X0XMOZPJ,1.0,QC not so impressive,2023-07-27 21:23:49.602,B0002F53LE,REVIEWED
A2Z46VNWEIZUS8,1.0,these needle are WORTHLESS!!!,2023-08-01 21:48:00.651,B00065WNWC,REVIEWED
AE0AEQ7MJRKUQ,5.0,Good value,2023-08-02 21:38:55.898,B0008JHE84,REVIEWED
A1QQETMM0V734P,5.0,Five Stars,2023-08-02 21:38:55.898,B0008JHE84,REVIEWED
A18185RLTKUH84,1.0,One Star,2023-07-28 19:19:21.29,B0002F7IEE,REVIEWED
A2HYNRD4TUD0L1,4.0,"Yep, it's a strap.",2023-08-01 22:33:50.688,B0006JI3OU,REVIEWED
A3FT7WKEQOU7V1,5.0,Five Stars,2023-07-27 21:23:49.602,B0002F53LE,REVIEWED
A3QRDDXOIS6F7D,5.0,just in case,2023-08-01 21:48:00.651,B00065WNWC,REVIEWED
A3FB3YAT8HU3K9,4.0,"Nice, inexpensive instrument",2023-08-01 23:13:20.78,B0006V95XQ,REVIEWED
A2PYRJORP0VKZO,5.0,Five Stars,2023-07-30 00:16:21.435,B0002HLKK0,REVIEWED
AX3T9N58TVWA7,1.0,Uninspiring and disappointing!,2023-07-29 22:39:25.353,B0002H013C,REVIEWED
A2PUAA9UUDLF55,5.0,Ocarinas,2023-07-28 00:04:20.305,B0002F74FC,REVIEWED
A1E8CYZ5HN0IFC,2.0,I wish I could say nothing but great things . . .,2023-07-27 22:37:44.452,B0002F5IIW,REVIEWED
A24JTQM6ZJIMDM,5.0,Five Stars,2023-07-31 20:33:47.986,B0002KZV7K,REVIEWED
AK4UKG9L09F94,5.0,PERCUSSION,2023-07-27 21:15:51.009,B0002F52UG,REVIEWED
AK45XHH36ZND4,4.0,Good but slightly changes tone quality,2023-07-27 22:37:44.452,B0002F5IIW,REVIEWED
A2Q7GZL2ZKLBR0,5.0,They work like they should,2023-07-31 21:29:22.19,B0002M71OE,REVIEWED
A2D41QYIUWP5VZ,5.0,Five Stars,2023-07-27 22:22:27.815,B0002F557Q,REVIEWED
A21X7LSDP87KSP,5.0,Five Stars,2023-07-27 22:37:44.452,B0002F5IIW,REVIEWED
A8ASVNZ2ZM7CT,3.0,Three Stars,2023-07-28 19:16:35.452,B0002F7IEE,REVIEWED
A30ZDH4W00MUWB,3.0,Three Stars,2023-07-29 21:50:19.653,B0002GO50I,REVIEWED
A7AHC48786HI8,5.0,Perfect fit for my drum,2023-08-01 20:42:36.97,B0002V5X86,REVIEWED
ASZ89DT3QUJ62,3.0,"I expected better material, padding and design",2023-08-01 20:42:36.97,B0002V5X86,REVIEWED
A2L4CG05QW3X6N,5.0,Fits little Russian lap harps,2023-07-28 19:19:21.29,B0002F7IEE,REVIEWED
A1CJ3KMSBAUARE,5.0,Five Stars,2023-07-28 19:13:41.895,B0002F79CU,REVIEWED
AGQDA8FS8C9A0,5.0,Love it. I just need to put something in ...,2023-08-01 20:42:36.97,B0002V5X86,REVIEWED
A1MMKL8BAXS2XP,3.0,Wooden Music Stand,2023-07-28 19:55:06.077,B0002F7JQQ,REVIEWED
A1STCGKIY3CAUN,5.0,Excellent strings,2023-07-29 22:43:01.952,B0002H04NE,REVIEWED
A3QXGCGGJ2K3VP,1.0,crapy  cheap,2023-08-02 20:14:26.98,B0007DGOMS,REVIEWED
A37DK4K57K1IN4,5.0,cordless mic,2023-08-02 22:28:29.564,B0009GUORO,REVIEWED
A3I6UGR8DRFYKJ,4.0,"Affordable, comfortable, and gets the job done.",2023-07-27 23:40:20.074,B0002F6T0S,REVIEWED
A1USBGIITIJ4DT,5.0,The first whistle package I bought back in 2000,2023-08-01 22:14:59.739,B0006GVNQS,REVIEWED
A1F1C6B24D97CW,5.0,Five Stars,2023-08-02 22:16:43.678,B0009G00JG,REVIEWED
A2S11Q02XJEM21,1.0,Bad Guitar at cheap price,2023-08-02 20:14:26.98,B0007DGOMS,REVIEWED
A2B17U3HW6GV2H,5.0,Brightest Nickels.  Top notch quality.,2023-07-29 22:43:01.952,B0002H04NE,REVIEWED
